time_s,ground_bottom_contacts,ground_bottom_Fn_N,ground_bottom_gap_m,ground_bottom_phi_min_m,bottom_middle_contacts,bottom_middle_Fn_N,bottom_middle_gap_m,bottom_middle_phi_min_m,middle_top_contacts,middle_top_Fn_N,middle_top_gap_m,middle_top_phi_min_m,box_0_vz_m_s,box_1_vz_m_s,box_2_vz_m_s,solver_iterations,line_search_iterations,truncated_contacts
0.0005,4,12.640278485675594,-4.515498876572072e-06,0.0,4,20.88781862534201,6.827563047408225e-06,-0.00010000169277191162,1,1.8312754206930755,-4.307329654694436e-06,0.0,-0.00902877002954483,0.0046232715249061584,-0.003989362623542547,-1,-1,0
0.001,4,12.537234708232008,-8.348822593689381e-06,-4.5727938413619995e-06,0,0.0,4.916489124297263e-06,nan,4,22.409330857378205,2.5919079780570287e-06,-0.00010600686073303223,-0.007665152661502361,-0.011486394330859184,0.002310302574187517,-1,-1,0
0.0015,4,12.316214213513923,-1.1554434895515858e-05,-8.443370461463928e-06,0,0.0,-7.353723049247085e-08,nan,0,0.0,9.491145610808494e-06,nan,-0.006412045564502478,-0.016391394659876823,-0.0025946975219994783,-1,-1,0
0.002,4,24.21105193811359,-1.8550530076027333e-05,-1.1671334505081177e-05,4,29.561894805241735,3.666654229163291e-06,-0.00010053068399429321,0,0.0,8.999407291411521e-06,nan,-0.01399246882647276,-0.0065154461190104485,-0.007499697618186474,-1,-1,0
0.0025,4,19.927347047746125,-2.3017153143883168e-05,-1.8555670976638794e-05,0,0.0,2.4224072694770116e-06,nan,0,0.0,8.51139426231301e-06,nan,-0.008933795616030693,-0.011420446448028088,-0.012404697947204113,-1,-1,0
0.003,4,16.812350812452635,-2.5732889771461903e-05,-2.3091211915016174e-05,0,0.0,-3.023967146874307e-06,nan,0,0.0,8.015930652617576e-06,nan,-0.005432620644569397,-0.016325445845723152,-0.017309697344899178,-1,-1,0
0.0035,4,27.565450409525205,-3.190197050571483e-05,-2.5859102606773376e-05,4,31.565169710251173,4.219263792029637e-07,-0.00010345876216888428,0,0.0,-3.69697809220193e-07,nan,-0.01233748160302639,-0.005447860341519117,-0.022214697673916817,-1,-1,0
0.004,4,35.50680966550828,-4.0024966001511036e-05,-3.211572766304016e-05,4,33.51641340599239,2.6775896549216527e-06,-0.00010000169277191162,4,36.284680949171594,1.012384891509177e-06,-0.00010506808757781982,-0.016247287392616272,-0.011737002991139889,-0.008977345190942287,-1,-1,0
0.0045000000000000005,4,26.83706406996395,-4.38918173313145e-05,-4.034489393234253e-05,0,0.0,-5.499422550202249e-06,nan,4,14.888291740131564,9.837597608565452e-06,-0.00010355561971664429,-0.007733755744993687,-0.024086149409413338,-0.006438199430704117,-1,-1,0
0.005,4,36.258313045334376,-5.0571262836456715e-05,-4.427507519721985e-05,4,37.69760752439476,-3.890097141266702e-06,-0.00010572001338005066,0,0.0,9.237825870513083e-06,nan,-0.0133584039285779,-0.010142344981431961,-0.011343199759721756,-1,-1,0
0.0055,4,37.841575597886774,-5.686141550540966e-05,-5.099177360534668e-05,4,26.476551580048362,1.494809985159995e-06,-0.00010422617197036743,0,0.0,2.021938562392356e-06,nan,-0.012580892071127892,-0.0018090693047270179,-0.016248200088739395,-1,-1,0
0.006,4,27.779198319310964,-5.865886807441753e-05,-5.728192627429962e-05,0,0.0,-6.251931190491555e-06,nan,4,24.752647812514983,7.177740335463645e-06,-0.00010165572166442871,-0.003596293041482568,-0.019090402871370316,-0.008776867762207985,-1,-1,0
0.006500000000000001,4,36.1591719562402,-6.319254636764568e-05,-5.9062615036964417e-05,4,37.29344572097949,-4.39301133155906e-06,-0.00010677427053451538,0,0.0,3.012865781783225e-06,nan,-0.00906843040138483,-0.005348679609596729,-0.013681868091225624,-1,-1,0
0.007,4,41.428429347551045,-6.896115839481395e-05,-6.357021629810333e-05,4,36.555265263479235,-2.535954117775796e-06,-0.0001049339771270752,4,31.687649012347112,5.55351376533425e-06,-9.998679161071777e-05,-0.011536848731338978,-0.007819879800081253,-0.002743035787716508,-1,-1,0
